relative_path,filename,category,artist,skin_H_mean,skin_S_mean,skin_V_mean,skin_V_std,S_skin,lips_H_mean,lips_S_mean,lips_V_mean,lips_V_std,contrast_lips_skin_S,contrast_lips_skin_V,eyes_H_mean,eyes_S_mean,eyes_V_mean,eyes_V_std,contrast_eye_skin_S,contrast_eye_skin_V,eyes_edge_density,S_eyes,deltaH_ojos_piel,deltaV_ojos_piel,cheeks_H_mean,cheeks_S_mean,cheeks_V_mean,cheeks_V_std,contrast_cheeks_skin_V,contrast_cheeks_skin_S,S_cheeks,global_color_intensity_index,global_skin_shift,non_skin_color_ratio,extreme_saturation_ratio,masklike_pattern_score,non_skin_large_zones,fx_ratio,eyes_dark_ratio,lips_dark_ratio,eyes_color_concentration
images/glam_dia/16f6417fc654b326b471e4bfe51815a5.jpg,16f6417fc654b326b471e4bfe51815a5.jpg,glam_dia,desconocido,0.0881657964964988,0.3190572838296532,0.5519462038235876,0.1856010149603172,0.3190572838296532,0.0628436197570275,0.3643505550368295,0.5975593941280216,0.1216015606032297,0.0452932712071763,0.045613190304434,0.0644880857370881,0.3419801253834866,0.6203948245965053,0.1448958643725285,0.0229228415538334,0.0684486207729176,0.0513038548752834,0.3419801253834866,-0.0236777107594106,0.0684486207729176,0.0596881769467563,0.3422949179671868,0.6267016806722688,0.1343812521388671,0.0747554768486812,0.0232376341375336,0.3422949179671868,0.0304845822995144,0.1044126179681185,0.0048082702247866,0.0,0.0012621709340064,0.0012621709340064,0.0,0.0654761904761904,0.0767195767195767,1.5913144545395823
images/glam_dia/210c6b1e1b1e90f98afd4dad436a2021 (1).jpg,210c6b1e1b1e90f98afd4dad436a2021 (1).jpg,glam_dia,desconocido,0.1132618456656794,0.3866517533204244,0.7366499492866049,0.2139825665974999,0.3866517533204244,0.0479213523906261,0.4696875879538418,0.7957085226435074,0.1769795950205616,0.0830358346334173,0.0590585733569025,0.05157796726453,0.3966552000917326,0.7672216488934757,0.2175374635005629,0.0100034467713081,0.0305716996068707,0.1263157894736842,0.3966552000917326,-0.0616838784011493,0.0305716996068707,0.0540210203458037,0.4439921892389566,0.8325421396628827,0.1445462008592428,0.0958921903762778,0.0573404359185322,0.4439921892389566,0.0501265724410859,0.1035526533857704,0.0425967261904761,6.200396825396825e-05,0.0339161706349206,0.0339161706349206,0.0,0.0614035087719298,0.0225563909774436,0.9060692830289944
images/glam_dia/286e7a27e850390b42c51f7b2a9eaeaf.jpg,286e7a27e850390b42c51f7b2a9eaeaf.jpg,glam_dia,desconocido,0.0687925808901653,0.4122341945448167,0.5357447978268968,0.1592311343941003,0.4122341945448167,0.2177642871150865,0.5275125023603726,0.593725977498797,0.0929408302678421,0.1152783078155559,0.0579811796719001,0.058001971738416,0.4117272982324886,0.5840872013882393,0.1380786552782817,-0.000506896312328,0.0483424035613425,0.1086380498145204,0.4117272982324886,-0.0107906091517493,0.0483424035613425,0.1576298895697855,0.4789503499442648,0.6133389982274363,0.0934692676429542,0.0775942004005395,0.0667161553994481,0.4789503499442648,0.0604958556342253,0.1301107376628293,0.057471264367816,0.000112139052425,0.0535463975329408,0.0535463975329408,0.0,0.0678325384207737,0.024852438645542,0.3227288837225107
images/glam_dia/4473584c6cd0632b0773141e2cf725e4.jpg,4473584c6cd0632b0773141e2cf725e4.jpg,glam_dia,desconocido,0.0772396188482754,0.3708223303881126,0.7257138235056215,0.2242479848245183,0.3708223303881126,0.1648303986045305,0.4182675601886324,0.8635194837428644,0.0971785030740442,0.0474452298005198,0.1378056602372428,0.0558012802933548,0.4016225283942469,0.8468553199680995,0.1279700067345922,0.0308001980061343,0.1211414964624779,0.067671809256662,0.4016225283942469,-0.0214383385549205,0.1211414964624779,0.0606925606177553,0.3880944708985237,0.8711873306839474,0.1261846949030361,0.1454735071783258,0.0172721405104111,0.3880944708985237,0.0318391894390217,0.0788578759142067,0.0216131907308377,0.0,0.0206476530005941,0.0206476530005941,0.0,0.0080645161290322,0.0059071729957805,0.1946671834692132
images/glam_dia/a868a6648ea8ce843c00a6b857da9b31.jpg,a868a6648ea8ce843c00a6b857da9b31.jpg,glam_dia,desconocido,0.0446195410631618,0.4705362389738572,0.7924211517338774,0.1590549061556767,0.4705362389738572,0.0420538819539113,0.5039309503705789,0.8603089720736781,0.072537375374378,0.0333947113967216,0.0678878203398006,0.0474315363635441,0.4651596028611082,0.7994599836304758,0.1601189276235966,-0.0053766361127489,0.0070388318965983,0.0896098003629764,0.4651596028611082,0.0028119953003823,0.0070388318965983,0.0429385742161396,0.4892274134534196,0.8556259186290146,0.086737115934764,0.0632047668951372,0.0186911744795624,0.4892274134534196,0.0155697499211783,0.1883001249681249,0.0047332185886402,0.0,0.0012908777969018,0.0012908777969018,0.0,0.0260889292196007,0.0,3.5939445417851137
images/glam_dia/a9bdd136a21d1f4b7a521a0dde0e2108.jpg,a9bdd136a21d1f4b7a521a0dde0e2108.jpg,glam_dia,desconocido,0.0810046283430915,0.4614246796488749,0.6041892846332357,0.2890642264539339,0.4614246796488749,0.1688627753162525,0.4785688528284877,0.8213905792201939,0.1184811322112358,0.0171441731796127,0.2172012945869581,0.0632881085395051,0.4376683087027915,0.7718458417849899,0.1608299810764407,-0.0237563709460834,0.1676565571517542,0.105911330049261,0.4376683087027915,-0.0177165198035863,0.1676565571517542,0.0838350028896166,0.4717173766058148,0.7886257606490872,0.1809121030662167,0.1844364760158514,0.0102926969569398,0.4717173766058148,0.0012268330634897,0.1209759592738932,0.0159375,0.0001041666666666,0.0130208333333333,0.0130208333333333,0.0,0.0359605911330049,0.0091954022988505,0.1236279041160519
images/glam_dia/bb3ea2b8ed00d947ba54fd46772c0609.jpg,bb3ea2b8ed00d947ba54fd46772c0609.jpg,glam_dia,desconocido,0.065692500864375,0.3622822144458674,0.6045777405767724,0.2042591281433989,0.3622822144458674,0.0532106851602131,0.4249199909848997,0.6314536849222447,0.1325844769883391,0.0626377765390322,0.0268759443454723,0.073965930043757,0.3722920892494929,0.6296764222930552,0.1901031448455646,0.0100098748036254,0.0250986817162828,0.1660098522167487,0.3722920892494929,0.008273429179382,0.0250986817162828,0.0599017530340974,0.3654411764705882,0.671391142663962,0.1651582246742095,0.0668134020871896,0.0031589620247207,0.3654411764705882,0.0252688711224594,0.0472502803336517,0.0245756534416328,0.0,0.0041653649901072,0.0041653649901072,0.0,0.0591133004926108,0.067816091954023,2.244911575293707
images/glam_dia/03959991424cd2835ffa24edb6c8fc52.jpg,03959991424cd2835ffa24edb6c8fc52.jpg,glam_dia,desconocido,0.1233456802582762,0.4115732216692794,0.6223208868594836,0.1868902158657805,0.4115732216692794,0.0784556266412515,0.4431823304034257,0.6414813233218272,0.0941432091436207,0.0316091087341463,0.0191604364623435,0.058103958208211,0.438159726365191,0.6220896472179135,0.1257699135250034,0.0265865046959116,-0.0002312396415701,0.1024340770791075,0.438159726365191,-0.0652417220500651,-0.0002312396415701,0.0729467668400436,0.438192819125882,0.6694994885664256,0.1033370885622691,0.0471786017069419,0.0266195974566025,0.438192819125882,0.0282717369622202,0.0860415976908725,0.0059678819444444,0.0,0.0015190972222222,0.0015190972222222,0.0,0.0223123732251521,0.014519056261343,1.9540151928976304
images/glam_dia/0cd67880a7e65b1defc8309d27daad21.jpg,0cd67880a7e65b1defc8309d27daad21.jpg,glam_dia,desconocido,0.0789010362371138,0.3538987397191732,0.7314988898270632,0.1865232035269192,0.3538987397191732,0.0631712305766706,0.4223100825029465,0.8281045751633987,0.0800639140771795,0.0684113427837733,0.0966056853363355,0.0654748603351955,0.3538711484593838,0.7545527544351074,0.1933501762178936,-2.7591259789405687e-05,0.0230538646080441,0.1395238095238095,0.3538711484593838,-0.0134261759019183,0.0230538646080441,0.0609101489757914,0.4114754901960784,0.801532679738562,0.1254451358625794,0.0700337899114987,0.0575767504769052,0.4114754901960784,0.0419868340002964,0.0820761698700424,0.0088235294117647,0.0,0.0047058823529411,0.0047058823529411,0.0,0.0423809523809523,0.0,4.316971060740101
images/glam_dia/123d1274e1b6ba4bc9c461a82406329a.jpg,123d1274e1b6ba4bc9c461a82406329a.jpg,glam_dia,desconocido,0.1202360832351896,0.3875205323453318,0.6873660696324206,0.124067761701781,0.3875205323453318,0.0463029708389232,0.4735856349708341,0.6812284770539041,0.098556993141644,0.0860651026255023,-0.0061375925785165,0.0814840678667494,0.3671437505043169,0.6445473251028807,0.2082020088566008,-0.0203767818410148,-0.0428187445295399,0.1129115226337448,0.3671437505043169,-0.0387520153684401,-0.0428187445295399,0.0500590697022486,0.4358730409726615,0.7267631246046805,0.0976607118114453,0.0393970549722598,0.0483525086273297,0.4358730409726615,0.038013609803939,0.0729909416713121,0.0153429113580916,0.0,0.0033613445378151,0.0033613445378151,0.0,0.0941358024691358,0.0140382317801672,2.1288319706221603
